network,ks_cmi,ks_gpp,ks_led,bc_lcc,distance,sumGap90,mdr,intact,intact_eco,coverage,overlap,net_km2,eco_km2,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr
PB_239878_PB_225190_PB_206917,0.551,0.17,0.071,0.413,0.356,5,2396,0.997,1,0.778,0.779,7247,180498,0.429,0.448,0.511,0.266,0.527,0.381,0.361,0.343,0.277,0.361,0.188,0.222,0.181,0.351,0.316,0.412,0.4
PB_169491_PB_169041_PB_189072,0.567,0.267,0.041,0.224,0.333,4,2396,1.002,1,0.906,0.911,7226,180498,0.388,0.358,0.193,0.176,0.272,0.286,0.175,0.249,0.212,0.261,0.258,0.476,0.392,0.254,0.234,0.397,0.273
PB_31205_PB_142995_PB_236423,0.244,0.141,0.103,0.127,0.163,2,2396,0.912,1,0.911,0.931,7330,180498,0.278,0.284,0.13,0.165,0.098,0.195,0.236,0.418,0.203,0.259,0.165,0.296,0.254,0.367,0.155,0.301,0.244
PB_172545_PB_181358_PB_182454,0.496,0.201,0.125,0.225,0.297,7,2396,0.979,1,0.878,0.883,7239,180498,0.214,0.206,0.122,0.095,0.101,0.244,0.188,0.292,0.238,0.258,0.325,0.403,0.37,0.194,0.228,0.12,0.219
PB_228933_PB_214458_PB_150462,0.324,0.083,0.057,0.141,0.184,1,2396,0.995,1,0.665,0.665,7229,180498,0.249,0.305,0.196,0.183,0.272,0.147,0.127,0.26,0.266,0.191,0.339,0.232,0.368,0.205,0.368,0.31,0.394
PB_205210_PB_157845_PB_205941,0.434,0.163,0.032,0.094,0.237,3,2396,0.993,1,0.883,0.889,7230,180498,0.179,0.182,0.325,0.143,0.363,0.183,0.138,0.181,0.208,0.227,0.265,0.128,0.182,0.113,0.255,0.273,0.297
PB_150060_PB_241351_PB_241489,0.515,0.23,0.074,0.386,0.344,5,2396,0.997,1,0.751,0.754,7246,180498,0.749,0.751,0.61,0.288,0.655,0.44,0.521,0.57,0.807,0.569,0.463,0.481,0.446,0.703,0.562,0.739,0.497
PB_32887_PB_166568_PB_197539,0.47,0.102,0.1,0.125,0.253,3,2396,1.001,1,0.999,1.005,7227,180498,0.281,0.478,0.26,0.07,0.312,0.122,0.093,0.446,0.193,0.188,0.273,0.245,0.087,0.449,0.361,0.347,0.519
PB_57490_PB_190749_PB_196633,0.32,0.123,0.079,0.163,0.194,2,2396,0.989,1,0.989,1.006,7308,180498,0.253,0.29,0.365,0.122,0.35,0.255,0.083,0.107,0.22,0.103,0.197,0.244,0.228,0.244,0.201,0.207,0.162
PB_221413_PB_57293_PB_26533,0.256,0.072,0.034,0.164,0.157,2,2396,1,1,0.683,0.688,7212,180498,0.278,0.262,0.133,0.144,0.114,0.181,0.283,0.18,0.212,0.185,0.266,0.474,0.187,0.268,0.185,0.191,0.292
PB_32439_PB_223981_PB_212678,0.184,0.027,0.205,0.117,0.15,4,2396,0.991,1,0.99,0.996,7230,180498,0.293,0.337,0.113,0.113,0.092,0.093,0.052,0.315,0.142,0.231,0.114,0.296,0.132,0.333,0.152,0.324,0.364
PB_185354_PB_213697_PB_217356,0.255,0.069,0.059,0.097,0.144,2,2396,0.998,1,0.847,0.848,7198,180498,0.395,0.209,0.264,0.161,0.273,0.199,0.119,0.26,0.132,0.181,0.23,0.395,0.335,0.231,0.275,0.196,0.232
PB_225954_PB_173730_PB_31521,0.267,0.119,0.084,0.229,0.19,1,2396,1,1,1,1.002,7205,180498,0.377,0.305,0.132,0.097,0.122,0.102,0.127,0.296,0.115,0.098,0.1,0.422,0.169,0.315,0.123,0.277,0.252
PB_239107_PB_205115_PB_211188,0.367,0.062,0.242,0.25,0.255,5,2396,0.998,1,0.813,0.829,7285,180498,0.331,0.363,0.07,0.294,0.117,0.073,0.228,0.299,0.224,0.207,0.2,0.14,0.136,0.338,0.24,0.375,0.325
PB_241285_PB_25729_PB_224593,0.473,0.171,0.14,0.171,0.275,4,2396,1.002,1,1,1.004,7215,180498,0.35,0.27,0.26,0.087,0.266,0.132,0.199,0.191,0.27,0.329,0.423,0.473,0.541,0.187,0.458,0.235,0.374
PB_237134_PB_153935_PB_168044,0.339,0.064,0.288,0.181,0.242,6,2396,1,1,0.789,0.804,7301,180498,0.467,0.45,0.395,0.191,0.398,0.377,0.178,0.205,0.399,0.229,0.172,0.433,0.191,0.287,0.232,0.377,0.182
PB_180046_PB_172545_PB_204726,0.494,0.192,0.129,0.11,0.278,4,2396,0.979,1,0.96,0.965,7227,180498,0.118,0.151,0.212,0.174,0.26,0.107,0.125,0.112,0.128,0.269,0.287,0.389,0.338,0.146,0.201,0.234,0.147
PB_31521_PB_240658_PB_35521,0.231,0.147,0.083,0.149,0.161,2,2396,0.999,1,1,1.007,7241,180498,0.217,0.362,0.064,0.115,0.095,0.091,0.227,0.188,0.433,0.259,0.186,0.228,0.443,0.219,0.232,0.271,0.214
PB_27113_PB_142146_PB_239389,0.239,0.057,0.271,0.157,0.199,4,2396,0.922,1,0.92,0.93,7260,180498,0.262,0.265,0.296,0.146,0.206,0.331,0.185,0.383,0.287,0.266,0.19,0.264,0.26,0.412,0.208,0.29,0.277
PB_198226_PB_29059_PB_223797,0.195,0.17,0.087,0.161,0.158,4,2396,1.001,1,1,1.009,7256,180498,0.3,0.241,0.121,0.297,0.122,0.164,0.175,0.274,0.17,0.179,0.2,0.403,0.478,0.16,0.095,0.313,0.41
PB_201647_PB_41222_PB_183704,0.232,0.191,0.135,0.279,0.216,4,2396,0.968,1,0.965,0.968,7211,180498,0.221,0.401,0.315,0.294,0.343,0.282,0.215,0.525,0.17,0.259,0.227,0.435,0.24,0.343,0.442,0.302,0.465
PB_214093_PB_37619_PB_193021,0.206,0.099,0.08,0.219,0.163,4,2396,0.998,1,1,1.007,7234,180498,0.32,0.387,0.286,0.211,0.314,0.148,0.086,0.392,0.117,0.147,0.219,0.375,0.069,0.266,0.374,0.296,0.295
PB_35149_PB_49940_PB_153417,0.239,0.043,0.122,0.09,0.143,1,2396,0.999,1,0.866,0.881,7287,180498,0.157,0.195,0.17,0.071,0.165,0.149,0.145,0.271,0.152,0.241,0.202,0.212,0.207,0.124,0.203,0.272,0.221
PB_176545_PB_153714_PB_180046,0.435,0.169,0.106,0.131,0.248,3,2396,1.001,1,0.754,0.757,7242,180498,0.249,0.251,0.138,0.229,0.187,0.295,0.253,0.364,0.095,0.286,0.271,0.318,0.246,0.438,0.309,0.285,0.287
PB_191466_PB_62064_PB_215023,0.316,0.07,0.1,0.166,0.189,2,2396,0.999,1,1,1.01,7257,180498,0.193,0.175,0.096,0.15,0.087,0.111,0.151,0.169,0.296,0.138,0.318,0.459,0.289,0.11,0.128,0.197,0.2
PB_36117_PB_241557_PB_196385,0.34,0.113,0.121,0.234,0.222,6,2396,1,1,0.908,0.921,7291,180498,0.517,0.349,0.2,0.085,0.251,0.151,0.305,0.314,0.471,0.376,0.271,0.277,0.7,0.247,0.315,0.529,0.404
PB_142146_PB_57350_PB_214514,0.283,0.135,0.139,0.17,0.191,3,2396,0.92,1,0.92,0.929,7257,180498,0.407,0.513,0.155,0.255,0.13,0.153,0.197,0.148,0.386,0.136,0.33,0.372,0.484,0.426,0.404,0.674,0.186
PB_29103_PB_142295_PB_172076,0.66,0.255,0.074,0.22,0.372,6,2396,0.929,1,0.651,0.657,7238,180498,0.263,0.298,0.282,0.047,0.226,0.351,0.105,0.331,0.173,0.179,0.223,0.38,0.519,0.313,0.279,0.269,0.401
PB_26415_PB_34551_PB_35140,0.446,0.166,0.043,0.37,0.302,7,2396,1.001,1,1,1.001,7199,180498,0.355,0.517,0.193,0.137,0.27,0.217,0.211,0.79,0.398,0.106,0.53,0.248,0.206,0.686,0.426,0.412,0.664
PB_155469_PB_43905_PB_179777,0.332,0.054,0.059,0.142,0.185,2,2396,1,1,0.505,0.505,7229,180498,0.33,0.344,0.215,0.117,0.243,0.108,0.198,0.379,0.146,0.215,0.269,0.179,0.25,0.426,0.263,0.243,0.433
PB_34305_PB_220889_PB_33316,0.26,0.057,0.254,0.281,0.231,8,2396,1,1,0.83,0.834,7221,180498,0.379,0.179,0.114,0.158,0.15,0.155,0.093,0.337,0.233,0.147,0.389,0.373,0.155,0.152,0.2,0.314,0.427
PB_60550_PB_152491_PB_186475,0.264,0.076,0.035,0.237,0.182,2,2396,1.001,1,0.82,0.823,7229,180498,0.38,0.476,0.138,0.1,0.168,0.119,0.286,0.277,0.326,0.199,0.228,0.203,0.256,0.273,0.22,0.523,0.273
PB_201647_PB_223169_PB_214050,0.492,0.059,0.053,0.128,0.257,3,2396,0.966,1,0.965,0.968,7208,180498,0.363,0.345,0.133,0.223,0.125,0.282,0.168,0.175,0.419,0.178,0.278,0.455,0.183,0.331,0.084,0.353,0.184
PB_160187_PB_215188_PB_142861,0.43,0.255,0.214,0.186,0.287,4,2396,0.912,1,0.73,0.733,7274,180498,0.256,0.437,0.16,0.209,0.18,0.328,0.19,0.249,0.203,0.244,0.219,0.14,0.498,0.33,0.292,0.406,0.391
PB_194192_PB_43913_PB_34951,0.379,0.078,0.221,0.329,0.277,8,2396,1.001,1,0.618,0.617,7263,180498,0.414,0.439,0.293,0.329,0.299,0.082,0.056,0.234,0.087,0.125,0.223,0.277,0.264,0.377,0.256,0.557,0.146
PB_43192_PB_37297_PB_213930,0.373,0.03,0.102,0.231,0.226,3,2396,1.002,1,0.561,0.562,7198,180498,0.223,0.413,0.311,0.229,0.302,0.302,0.094,0.272,0.155,0.139,0.223,0.342,0.289,0.33,0.182,0.498,0.176
