network,ks_cmi,ks_gpp,ks_led,bc_lcc,distance,sumGap90,mdr,intact,intact_eco,coverage,overlap,net_km2,eco_km2,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr
PB_216985_PB_263631_PB_267876,0.224,0.276,0.081,0.126,0.193,4,3040,0.974,0.745,0.596,0.598,9147,91993,0.17,0.297,0.234,0.287,0.172,0.123,0.359,0.118,0.306,0.387,0.431,0.455,0.455,0.279,0.434,0.101,0.293
PB_44466_PB_219669_PB_224043,0.239,0.275,0.358,0.212,0.277,11,3040,0.993,0.745,0.917,0.925,9188,91993,0.31,0.345,0.382,0.404,0.334,0.161,0.436,0.444,0.281,0.453,0.381,0.419,0.367,0.373,0.405,0.476,0.288
PB_40664_PB_222672_PB_228759,0.337,0.304,0.23,0.142,0.264,9,3040,0.975,0.745,0.821,0.822,9127,91993,0.227,0.511,0.299,0.209,0.459,0.265,0.367,0.202,0.407,0.399,0.482,0.43,0.623,0.361,0.449,0.307,0.308
PB_212972_PB_224031_PB_268744,0.151,0.272,0.17,0.151,0.193,5,3040,0.986,0.745,0.683,0.688,9164,91993,0.291,0.486,0.29,0.221,0.372,0.232,0.369,0.275,0.414,0.405,0.444,0.398,0.539,0.335,0.452,0.423,0.285
PB_224602_PB_228931_PB_230043,0.523,0.172,0.181,0.202,0.307,5,3040,0.979,0.745,0.719,0.726,9176,91993,0.181,0.301,0.128,0.159,0.081,0.151,0.342,0.22,0.221,0.297,0.383,0.344,0.56,0.253,0.366,0.16,0.283
PB_40664_PB_220736_PB_267815,0.296,0.347,0.072,0.194,0.25,8,3040,0.995,0.745,0.753,0.756,9149,91993,0.261,0.309,0.12,0.16,0.057,0.113,0.486,0.452,0.515,0.609,0.503,0.554,0.471,0.546,0.513,0.343,0.376
PB_228931_PB_267470_PB_268114,0.256,0.261,0.089,0.155,0.203,3,3040,0.974,0.745,0.72,0.728,9212,91993,0.201,0.285,0.283,0.307,0.097,0.118,0.366,0.144,0.282,0.386,0.418,0.422,0.385,0.279,0.425,0.082,0.288
PB_212972_PB_220602_PB_226459,0.163,0.306,0.293,0.172,0.243,10,3040,0.996,0.745,0.683,0.685,9140,91993,0.359,0.421,0.398,0.286,0.454,0.283,0.432,0.337,0.409,0.514,0.431,0.473,0.481,0.362,0.479,0.512,0.292
PB_221331_PB_224494_PB_266501,0.245,0.303,0.256,0.158,0.246,11,3040,0.994,0.745,0.995,1,9164,91993,0.365,0.369,0.323,0.303,0.332,0.196,0.447,0.42,0.414,0.523,0.43,0.483,0.51,0.445,0.48,0.474,0.327
PB_218306_PB_219956_PB_225784,0.272,0.366,0.21,0.168,0.265,6,3040,0.987,0.745,0.49,0.493,9194,91993,0.352,0.372,0.233,0.316,0.131,0.131,0.379,0.218,0.57,0.482,0.568,0.6,0.568,0.489,0.585,0.212,0.266
PB_219277_PB_220044_PB_225784,0.272,0.332,0.126,0.155,0.237,5,3040,0.971,0.745,0.671,0.676,9202,91993,0.299,0.387,0.136,0.158,0.099,0.08,0.379,0.261,0.466,0.471,0.512,0.576,0.483,0.48,0.49,0.163,0.259
PB_44663_PB_226774_PB_266731,0.255,0.176,0.241,0.155,0.211,7,3040,0.976,0.745,0.999,1.009,9209,91993,0.231,0.275,0.211,0.216,0.199,0.112,0.367,0.255,0.332,0.382,0.375,0.38,0.333,0.278,0.402,0.269,0.285
PB_215719_PB_266672_PB_267388,0.451,0.407,0.086,0.216,0.325,8,3040,0.998,0.745,0.561,0.567,9189,91993,0.489,0.372,0.144,0.211,0.368,0.117,0.548,0.143,0.552,0.64,0.552,0.474,0.336,0.647,0.639,0.503,0.464
PB_219459_PB_223342_PB_268363,0.262,0.309,0.19,0.206,0.246,10,3040,0.993,0.745,0.925,0.927,9148,91993,0.318,0.296,0.091,0.097,0.12,0.12,0.441,0.317,0.306,0.469,0.393,0.442,0.341,0.383,0.413,0.378,0.359
PB_219956_PB_225604_PB_266693,0.127,0.216,0.066,0.141,0.147,2,3040,0.984,0.745,0.929,0.933,9159,91993,0.212,0.295,0.192,0.193,0.095,0.074,0.368,0.262,0.275,0.382,0.379,0.369,0.41,0.291,0.402,0.248,0.292
PB_219948_PB_220736_PB_221065,0.125,0.387,0.06,0.222,0.234,7,3040,0.995,0.745,0.828,0.83,9142,91993,0.366,0.364,0.129,0.078,0.225,0.147,0.474,0.611,0.698,0.659,0.548,0.714,0.595,0.697,0.717,0.443,0.29
PB_215710_PB_221934_PB_227268,0.213,0.31,0.231,0.121,0.229,9,3040,0.992,0.745,0.728,0.731,9142,91993,0.34,0.355,0.376,0.28,0.462,0.283,0.455,0.366,0.289,0.455,0.417,0.448,0.437,0.355,0.457,0.447,0.313
PB_221335_PB_223013_PB_267388,0.242,0.395,0.147,0.211,0.265,11,3040,0.999,0.745,0.85,0.853,9165,91993,0.491,0.507,0.201,0.097,0.367,0.204,0.451,0.087,0.516,0.587,0.511,0.536,0.434,0.516,0.533,0.552,0.373
PB_221065_PB_224229_PB_263651,0.515,0.211,0.183,0.188,0.308,6,3040,0.987,0.745,0.675,0.679,9171,91993,0.271,0.362,0.237,0.218,0.208,0.064,0.352,0.237,0.243,0.332,0.405,0.402,0.572,0.253,0.371,0.296,0.267
PB_64745_PB_226459_PB_267709,0.295,0.296,0.165,0.223,0.251,6,3040,0.989,0.745,0.568,0.57,9206,91993,0.278,0.297,0.138,0.201,0.208,0.297,0.451,0.106,0.356,0.5,0.425,0.459,0.346,0.358,0.434,0.298,0.298
PB_215753_PB_227292_PB_229374,0.237,0.284,0.232,0.097,0.224,7,3040,0.982,0.745,0.791,0.792,9161,91993,0.219,0.474,0.216,0.162,0.427,0.221,0.365,0.137,0.383,0.399,0.435,0.459,0.588,0.279,0.449,0.308,0.286
PB_214587_PB_223853_PB_268114,0.379,0.284,0.118,0.172,0.259,8,3040,0.989,0.745,0.593,0.597,9190,91993,0.257,0.286,0.163,0.18,0.223,0.143,0.48,0.336,0.292,0.488,0.405,0.458,0.379,0.425,0.424,0.266,0.409
PB_216857_PB_218745_PB_267358,0.385,0.475,0.111,0.22,0.33,9,3040,0.999,0.745,0.445,0.446,9143,91993,0.571,0.471,0.181,0.307,0.489,0.232,0.582,0.081,0.77,0.802,0.665,0.672,0.437,0.809,0.841,0.64,0.443
