network,ks_cmi,ks_gpp,ks_led,bc_lcc,distance,sumGap90,mdr,intact,intact_eco,coverage,overlap,net_km2,eco_km2,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr
PB_97646_PB_120546,0.08,0.149,0.358,0.191,0.22,8,2401,0.992,0.944,0.756,0.766,4943,57428,0.031,0.232,0.178,0.211,0.289,0.188,0.167,0.36,0.114,0.138,0.107,0.336,0.248,0.139,0.276,0.155,0.462
PB_98003_PB_113794,0.081,0.077,0.075,0.18,0.112,2,2401,0.998,0.944,0.789,0.791,4811,57428,0.127,0.217,0.192,0.137,0.249,0.207,0.215,0.352,0.381,0.282,0.323,0.312,0.129,0.144,0.269,0.159,0.235
PB_106391_PB_126696,0.231,0.249,0.086,0.086,0.18,4,2401,0.958,0.944,0.694,0.718,4981,57428,0.243,0.286,0.379,0.185,0.454,0.488,0.168,0.245,0.245,0.25,0.249,0.205,0.17,0.205,0.343,0.218,0.205
PB_117098_PB_126516,0.357,0.192,0.161,0.052,0.22,6,2401,0.978,0.944,0.698,0.706,4861,57428,0.172,0.171,0.278,0.242,0.388,0.386,0.322,0.297,0.274,0.308,0.203,0.08,0.117,0.287,0.176,0.282,0.232
PB_116579_PB_117848,0.213,0.027,0.382,0.123,0.228,10,2401,1.003,0.944,0.848,0.878,4935,57428,0.32,0.475,0.13,0.09,0.194,0.095,0.358,0.636,0.47,0.436,0.436,0.534,0.172,0.162,0.641,0.193,0.27
PB_118468_PB_121456,0.486,0.222,0.144,0.099,0.281,11,2401,0.98,0.944,0.301,0.301,4824,57428,0.205,0.169,0.255,0.143,0.287,0.322,0.443,0.147,0.486,0.455,0.125,0.218,0.224,0.16,0.081,0.45,0.316
PB_112519_PB_115675,0.112,0.152,0.071,0.095,0.111,2,2401,1.003,0.944,1,1.01,4850,57428,0.147,0.163,0.102,0.163,0.155,0.199,0.092,0.206,0.103,0.096,0.13,0.217,0.181,0.198,0.147,0.289,0.175
PB_126696_PB_127595,0.122,0.249,0.228,0.109,0.188,5,2401,0.951,0.944,0.671,0.688,4941,57428,0.423,0.567,0.331,0.371,0.454,0.569,0.203,0.33,0.213,0.276,0.211,0.197,0.176,0.388,0.325,0.238,0.182
PB_94127_PB_118468,0.395,0.152,0.245,0.193,0.263,7,2401,0.965,0.944,0.157,0.175,5067,57428,0.363,0.234,0.309,0.268,0.176,0.352,0.206,0.56,0.134,0.147,0.353,0.649,0.299,0.096,0.223,0.569,0.312
PB_108334_PB_124791,0.558,0.335,0.156,0.137,0.342,10,2401,0.985,0.944,0.146,0.15,4908,57428,0.083,0.166,0.426,0.236,0.486,0.342,0.41,0.314,0.337,0.429,0.291,0.385,0.242,0.156,0.244,0.724,0.166
