network,ks_cmi,ks_gpp,ks_led,bc_lcc,distance,sumGap90,mdr,intact,intact_eco,coverage,overlap,net_km2,eco_km2,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr
PB_257932_PB_266497_PB_269057,0.225,0.097,0.176,0.09,0.157,2,5041,0.993,0.95,0.828,0.83,15168,195469,0.38,0.375,0.281,0.335,0.096,0.098,0.248,0.455,0.231,0.255,0.33,0.322,0.237,0.24,0.372,0.248,0.187
PB_2843_PB_249684_PB_262062,0.439,0.224,0.093,0.17,0.265,6,5041,0.978,0.95,0.583,0.582,15219,195469,0.503,0.558,0.141,0.35,0.277,0.255,0.396,0.681,0.468,0.509,0.487,0.64,0.198,0.501,0.297,0.543,0.177
PB_12710_PB_265989_PB_268088,0.34,0.256,0.118,0.132,0.23,1,5041,0.967,0.95,0.736,0.736,15324,195469,0.393,0.395,0.166,0.13,0.198,0.135,0.364,0.365,0.452,0.371,0.371,0.378,0.323,0.313,0.412,0.176,0.334
PB_247566_PB_266798_PB_269057,0.18,0.078,0.152,0.1,0.134,0,5041,0.986,0.95,0.848,0.855,15233,195469,0.374,0.383,0.131,0.152,0.086,0.1,0.261,0.47,0.225,0.151,0.333,0.324,0.245,0.245,0.392,0.24,0.171
PB_15009_PB_260195_PB_268052,0.243,0.171,0.065,0.12,0.163,3,5041,0.966,0.95,0.841,0.843,15194,195469,0.393,0.394,0.227,0.262,0.204,0.08,0.367,0.3,0.439,0.401,0.3,0.31,0.34,0.295,0.365,0.164,0.322
PB_258125_PB_267716_PB_268358,0.213,0.046,0.112,0.082,0.129,4,5041,0.986,0.95,1,1.006,15218,195469,0.164,0.166,0.278,0.281,0.127,0.131,0.36,0.126,0.393,0.395,0.229,0.127,0.291,0.252,0.268,0.186,0.109
PB_255129_PB_263889_PB_269146,0.465,0.105,0.05,0.101,0.245,3,5041,0.986,0.95,0.76,0.764,15183,195469,0.462,0.474,0.222,0.211,0.128,0.188,0.247,0.651,0.269,0.135,0.334,0.433,0.226,0.299,0.523,0.484,0.406
PB_262462_PB_264878_PB_267679,0.068,0.077,0.103,0.089,0.085,3,5041,0.99,0.95,0.954,0.955,15137,195469,0.281,0.266,0.247,0.326,0.135,0.158,0.202,0.223,0.236,0.253,0.2,0.24,0.173,0.176,0.132,0.201,0.087
PB_80128_PB_254209_PB_268148,0.275,0.094,0.097,0.11,0.163,2,5041,0.988,0.95,0.92,0.932,15302,195469,0.15,0.161,0.134,0.172,0.41,0.268,0.284,0.22,0.24,0.21,0.291,0.31,0.302,0.304,0.261,0.253,0.4
PB_11635_PB_268853_PB_269746,0.262,0.176,0.064,0.062,0.164,2,5041,0.981,0.95,0.987,0.992,15194,195469,0.234,0.249,0.336,0.37,0.164,0.126,0.435,0.25,0.499,0.51,0.381,0.386,0.369,0.385,0.307,0.247,0.262
PB_74292_PB_266894_PB_266965,0.343,0.139,0.054,0.076,0.191,1,5041,0.987,0.95,0.822,0.827,15205,195469,0.387,0.39,0.14,0.138,0.188,0.256,0.313,0.458,0.272,0.158,0.387,0.375,0.295,0.291,0.403,0.188,0.367
PB_250644_PB_265803_PB_269716,0.077,0.145,0.027,0.096,0.096,3,5041,0.969,0.95,0.591,0.595,15212,195469,0.391,0.429,0.051,0.147,0.19,0.098,0.122,0.365,0.21,0.215,0.19,0.293,0.155,0.202,0.199,0.212,0.36
PB_252616_PB_263998_PB_266788,0.163,0.114,0.072,0.071,0.112,2,5041,0.987,0.95,0.91,0.917,15255,195469,0.189,0.256,0.12,0.248,0.256,0.076,0.1,0.361,0.188,0.202,0.198,0.182,0.171,0.148,0.137,0.223,0.172
PB_8795_PB_248141_PB_269233,0.188,0.155,0.042,0.078,0.13,1,5041,0.985,0.95,0.68,0.687,15278,195469,0.251,0.276,0.076,0.127,0.28,0.1,0.287,0.395,0.272,0.304,0.24,0.191,0.21,0.22,0.192,0.366,0.238
PB_247764_PB_256498_PB_269388,0.104,0.079,0.092,0.1,0.094,2,5041,0.986,0.95,0.956,0.962,15235,195469,0.199,0.208,0.135,0.191,0.166,0.108,0.154,0.32,0.153,0.15,0.164,0.136,0.119,0.119,0.144,0.383,0.202
PB_253135_PB_267685_PB_269841,0.203,0.086,0.091,0.11,0.131,5,5041,0.977,0.95,0.82,0.824,15196,195469,0.366,0.375,0.103,0.135,0.232,0.12,0.158,0.425,0.142,0.245,0.196,0.198,0.196,0.174,0.234,0.325,0.242
PB_79767_PB_256992_PB_268506,0.279,0.052,0.055,0.071,0.149,2,5041,0.988,0.95,1,1.014,15325,195469,0.264,0.276,0.117,0.103,0.122,0.228,0.096,0.217,0.141,0.081,0.211,0.241,0.12,0.146,0.228,0.143,0.173
PB_267679_PB_269538_PB_270147,0.374,0.224,0.069,0.092,0.225,5,5041,0.988,0.95,0.954,0.956,15145,195469,0.273,0.286,0.357,0.354,0.242,0.04,0.564,0.276,0.588,0.579,0.513,0.509,0.495,0.52,0.352,0.284,0.307
PB_253135_PB_256992_PB_268609,0.321,0.092,0.101,0.125,0.185,3,5041,0.991,0.95,0.82,0.823,15180,195469,0.115,0.111,0.076,0.096,0.236,0.257,0.169,0.126,0.217,0.139,0.209,0.212,0.162,0.206,0.211,0.124,0.113
PB_5473_PB_18659_PB_260652,0.095,0.148,0.108,0.09,0.113,4,5041,0.965,0.95,0.823,0.824,15260,195469,0.239,0.217,0.105,0.094,0.084,0.169,0.18,0.185,0.19,0.192,0.195,0.219,0.093,0.155,0.158,0.167,0.161
PB_253135_PB_265989_PB_270024,0.083,0.115,0.089,0.067,0.09,3,5041,0.964,0.95,0.626,0.627,15174,195469,0.341,0.363,0.08,0.156,0.153,0.103,0.124,0.354,0.227,0.138,0.197,0.297,0.137,0.143,0.211,0.24,0.295
PB_14868_PB_15009_PB_75558,0.31,0.169,0.08,0.051,0.183,2,5041,0.967,0.95,0.613,0.622,15270,195469,0.284,0.281,0.132,0.357,0.331,0.191,0.345,0.241,0.389,0.366,0.356,0.331,0.316,0.348,0.336,0.326,0.581
PB_9744_PB_15805_PB_266798,0.638,0.281,0.056,0.137,0.356,4,5041,0.975,0.95,0.825,0.827,15154,195469,0.651,0.643,0.34,0.263,0.286,0.232,0.677,0.485,0.684,0.454,0.755,0.72,0.701,0.652,0.693,0.288,0.619
PB_256065_PB_265803_PB_267059,0.169,0.113,0.046,0.07,0.11,2,5041,0.981,0.95,0.884,0.886,15158,195469,0.209,0.222,0.129,0.132,0.065,0.119,0.192,0.197,0.219,0.284,0.242,0.175,0.108,0.175,0.181,0.197,0.114
PB_5473_PB_254564_PB_260301,0.157,0.176,0.096,0.178,0.155,6,5041,0.981,0.95,0.775,0.776,15135,195469,0.318,0.314,0.192,0.124,0.234,0.166,0.51,0.227,0.406,0.407,0.454,0.429,0.382,0.414,0.441,0.123,0.481
PB_258972_PB_258990_PB_269517,0.201,0.148,0.144,0.081,0.15,5,5041,0.982,0.95,1,1.016,15354,195469,0.286,0.37,0.113,0.148,0.19,0.113,0.165,0.408,0.258,0.154,0.138,0.272,0.23,0.118,0.256,0.186,0.138
PB_250809_PB_256189_PB_268896,0.151,0.172,0.039,0.14,0.136,1,5041,0.993,0.95,0.704,0.705,15143,195469,0.162,0.168,0.195,0.183,0.184,0.148,0.389,0.35,0.467,0.423,0.081,0.115,0.094,0.206,0.241,0.325,0.346
PB_263251_PB_266497_PB_268648,0.209,0.185,0.022,0.069,0.144,2,5041,0.985,0.95,0.828,0.83,15167,195469,0.156,0.158,0.232,0.187,0.144,0.094,0.306,0.218,0.244,0.257,0.23,0.244,0.281,0.291,0.178,0.236,0.163
PB_246565_PB_259929_PB_269057,0.249,0.243,0.212,0.18,0.223,5,5041,0.995,0.95,0.677,0.68,15157,195469,0.156,0.212,0.09,0.177,0.098,0.168,0.168,0.232,0.275,0.307,0.081,0.192,0.14,0.224,0.076,0.232,0.181
PB_2807_PB_251948_PB_261614,0.375,0.274,0.067,0.122,0.242,4,5041,0.988,0.95,0.611,0.613,15161,195469,0.435,0.524,0.2,0.345,0.185,0.174,0.471,0.646,0.463,0.514,0.632,0.577,0.31,0.531,0.388,0.564,0.137
PB_256116_PB_265579_PB_266529,0.551,0.198,0.041,0.096,0.297,3,5041,0.981,0.95,0.41,0.411,15202,195469,0.41,0.415,0.079,0.06,0.137,0.299,0.315,0.423,0.296,0.248,0.428,0.42,0.348,0.314,0.453,0.373,0.299
PB_12710_PB_264205_PB_267059,0.66,0.486,0.229,0.162,0.433,7,5041,0.965,0.95,0.413,0.415,15343,195469,0.739,0.743,0.16,0.134,0.148,0.268,0.61,0.683,0.603,0.334,0.728,0.733,0.645,0.61,0.771,0.29,0.579
