network,ks_cmi,ks_gpp,ks_led,bc_lcc,distance,sumGap90,mdr,intact,intact_eco,coverage,overlap,net_km2,eco_km2,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr
PB_208698_PB_211166_PB_212371,0.526,0.403,0.06,0.197,0.347,8,1909,0.999,0.89,0.326,0.336,5929,13607,0.272,0.42,0.191,0.129,0.184,0.224,0.376,0.236,0.36,0.094,0.391,0.556,0.325,0.468,0.18,0.256,0.315
PB_208858_PB_209602_PB_213252,0.399,0.288,0.154,0.314,0.302,7,1909,0.985,0.89,0.463,0.465,5766,13607,0.139,0.164,0.112,0.096,0.168,0.149,0.376,0.34,0.328,0.079,0.353,0.4,0.156,0.345,0.112,0.47,0.111
PB_208634_PB_210499_PB_211622,0.21,0.27,0.06,0.148,0.189,1,1909,0.963,0.89,0.236,0.246,5934,13607,0.149,0.254,0.195,0.146,0.12,0.168,0.138,0.195,0.18,0.178,0.19,0.258,0.12,0.218,0.193,0.341,0.345
PB_210900_PB_210931_PB_211622,0.223,0.088,0.071,0.173,0.152,4,1909,0.944,0.89,0.792,0.84,6051,13607,0.12,0.112,0.092,0.116,0.065,0.075,0.186,0.285,0.271,0.191,0.141,0.256,0.187,0.176,0.202,0.255,0.067
PB_208634_PB_210499_PB_210805,0.313,0.288,0.051,0.186,0.234,3,1909,0.988,0.89,0.328,0.343,5939,13607,0.112,0.265,0.235,0.245,0.163,0.153,0.165,0.185,0.218,0.177,0.297,0.355,0.2,0.312,0.185,0.419,0.242
PB_209331_PB_211955_PB_215778,0.461,0.184,0.157,0.194,0.278,6,1909,0.984,0.89,0.576,0.592,5860,13607,0.075,0.125,0.133,0.073,0.189,0.086,0.38,0.364,0.387,0.192,0.372,0.402,0.124,0.359,0.247,0.237,0.22
PB_208698_PB_210444_PB_211622,0.053,0.1,0.043,0.128,0.088,0,1909,0.955,0.89,0.561,0.571,5903,13607,0.15,0.101,0.153,0.184,0.079,0.049,0.158,0.292,0.133,0.25,0.087,0.12,0.159,0.16,0.258,0.327,0.184
PB_211622_PB_212783_PB_215778,0.21,0.139,0.054,0.123,0.143,1,1909,0.949,0.89,0.576,0.59,5849,13607,0.054,0.099,0.147,0.208,0.152,0.095,0.273,0.212,0.162,0.234,0.153,0.072,0.174,0.075,0.284,0.125,0.242
PB_209602_PB_211955_PB_212040,0.575,0.402,0.147,0.318,0.392,8,1909,0.999,0.89,0.443,0.468,6013,13607,0.192,0.343,0.134,0.141,0.103,0.113,0.519,0.402,0.382,0.149,0.417,0.563,0.225,0.44,0.283,0.312,0.177
PB_208858_PB_212040_PB_212114,0.363,0.317,0.132,0.21,0.271,3,1909,0.964,0.89,0.459,0.478,5958,13607,0.123,0.254,0.109,0.14,0.064,0.092,0.386,0.163,0.173,0.059,0.231,0.374,0.126,0.298,0.127,0.206,0.268
