network,ks_cmi,ks_gpp,ks_led,bc_lcc,distance,sumGap90,mdr,intact,intact_eco,coverage,overlap,net_km2,eco_km2,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr
PB_53714_PB_65002_PB_68341,0.185,0.223,0.199,0.121,0.186,8,2106,0.976,0.859,0.632,0.641,6476,34613,0.238,0.245,0.154,0.108,0.167,0.141,0.143,0.084,0.186,0.153,0.252,0.234,0.279,0.21,0.302,0.151,0.114
PB_45416_PB_55905_PB_68341,0.099,0.238,0.101,0.107,0.148,5,2106,0.976,0.859,0.818,0.829,6417,34613,0.145,0.148,0.108,0.185,0.086,0.069,0.084,0.192,0.1,0.109,0.097,0.126,0.146,0.23,0.152,0.128,0.125
PB_55905_PB_57176_PB_75738,0.443,0.267,0.166,0.121,0.278,10,2106,0.971,0.859,0.77,0.781,6391,34613,0.104,0.103,0.193,0.204,0.132,0.24,0.296,0.105,0.446,0.213,0.211,0.253,0.3,0.133,0.233,0.181,0.213
PB_57176_PB_65002_PB_71606,0.256,0.284,0.123,0.123,0.21,6,2106,0.975,0.859,0.58,0.587,6439,34613,0.184,0.185,0.239,0.178,0.234,0.201,0.23,0.055,0.162,0.221,0.36,0.322,0.388,0.229,0.388,0.104,0.135
PB_44001_PB_53550_PB_67303,0.121,0.309,0.234,0.152,0.217,9,2106,0.974,0.859,0.837,0.845,6368,34613,0.183,0.189,0.267,0.075,0.358,0.228,0.127,0.257,0.226,0.13,0.331,0.24,0.398,0.327,0.424,0.291,0.244
PB_44030_PB_53606_PB_83028,0.243,0.342,0.11,0.138,0.228,8,2106,0.978,0.859,0.678,0.684,6357,34613,0.329,0.332,0.192,0.117,0.217,0.294,0.247,0.086,0.128,0.197,0.484,0.424,0.528,0.487,0.537,0.085,0.186
PB_43789_PB_58667_PB_65002,0.178,0.296,0.143,0.114,0.195,9,2106,0.981,0.859,0.783,0.796,6482,34613,0.217,0.224,0.317,0.246,0.298,0.126,0.13,0.216,0.196,0.144,0.286,0.293,0.368,0.301,0.378,0.243,0.17
PB_33238_PB_36373_PB_58667,0.14,0.137,0.019,0.106,0.112,0,2106,0.965,0.859,0.76,0.765,6349,34613,0.206,0.209,0.137,0.069,0.172,0.145,0.194,0.212,0.104,0.226,0.287,0.153,0.251,0.193,0.35,0.213,0.248
PB_83028_PB_84304_PB_223300,0.488,0.398,0.282,0.232,0.364,15,2106,0.985,0.859,0.514,0.517,6365,34613,0.467,0.474,0.248,0.178,0.203,0.466,0.459,0.376,0.39,0.422,0.497,0.515,0.593,0.497,0.547,0.247,0.121
PB_33238_PB_40145_PB_77509,0.23,0.272,0.057,0.168,0.199,6,2106,0.974,0.859,0.645,0.651,6360,34613,0.274,0.264,0.341,0.171,0.382,0.124,0.264,0.223,0.204,0.272,0.159,0.193,0.184,0.234,0.229,0.381,0.297
