network,ks_cmi,ks_gpp,ks_led,bc_lcc,distance,sumGap90,mdr,intact,intact_eco,coverage,overlap,net_km2,eco_km2,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr
PB_24750_PB_71765,0.403,0.154,0.127,0.244,0.256,3,1075,0.926,0.917,0.726,0.76,2414,42575,0.211,0.209,0.156,0.18,0.127,0.175,0.233,0.247,0.316,0.418,0.161,0.304,0.258,0.381,0.345,0.483,0.415
PB_47219_PB_48292,0.198,0.393,0.108,0.236,0.255,7,1075,0.951,0.917,0.774,0.824,2396,42575,0.251,0.26,0.429,0.136,0.515,0.331,0.39,0.174,0.32,0.391,0.427,0.213,0.306,0.306,0.451,0.312,0.214
PB_41126_PB_48292,0.4,0.313,0.086,0.19,0.275,6,1075,0.942,0.917,0.824,0.846,2227,42575,0.243,0.237,0.523,0.217,0.529,0.525,0.321,0.266,0.258,0.491,0.348,0.33,0.309,0.436,0.45,0.417,0.335
PB_35522_PB_42268,0.318,0.094,0.069,0.206,0.198,1,1075,0.948,0.917,0.89,1.107,2669,42575,0.572,0.571,0.116,0.116,0.147,0.124,0.164,0.259,0.104,0.136,0.148,0.59,0.247,0.351,0.511,0.436,0.11
PB_53799_PB_57574,0.3,0.146,0.09,0.121,0.183,6,1075,0.935,0.917,0.976,0.985,2167,42575,0.17,0.25,0.209,0.182,0.258,0.155,0.159,0.325,0.248,0.456,0.209,0.187,0.169,0.373,0.317,0.262,0.159
PB_33317_PB_40593,0.194,0.103,0.202,0.159,0.169,2,1075,0.912,0.917,0.611,0.672,2314,42575,0.522,0.38,0.457,0.278,0.425,0.479,0.14,0.122,0.141,0.278,0.303,0.196,0.32,0.18,0.329,0.312,0.184
PB_44432_PB_68222,0.169,0.122,0.062,0.104,0.121,1,1075,0.952,0.917,0.882,0.935,2267,42575,0.274,0.253,0.251,0.151,0.27,0.157,0.147,0.199,0.185,0.137,0.174,0.119,0.384,0.103,0.366,0.186,0.225
PB_51385_PB_67331,0.343,0.202,0.196,0.236,0.251,7,1075,0.975,0.917,0.848,0.92,2305,42575,0.262,0.293,0.298,0.3,0.333,0.222,0.249,0.156,0.295,0.144,0.188,0.148,0.377,0.325,0.484,0.455,0.101
PB_75264_PB_79816,0.081,0.224,0.096,0.114,0.14,2,1075,0.925,0.917,0.696,0.766,2315,42575,0.239,0.381,0.473,0.245,0.562,0.527,0.088,0.134,0.516,0.351,0.442,0.317,0.076,0.422,0.265,0.571,0.439
PB_46014_PB_62238,0.198,0.189,0.252,0.178,0.206,5,1075,0.945,0.917,0.774,0.836,2420,42575,0.286,0.332,0.098,0.169,0.131,0.123,0.208,0.179,0.322,0.269,0.406,0.208,0.234,0.177,0.389,0.335,0.124
PB_24750_PB_32993,0.327,0.357,0.08,0.233,0.272,7,1075,0.915,0.917,0.286,0.363,2440,42575,0.388,0.335,0.352,0.512,0.359,0.41,0.234,0.506,0.339,0.274,0.103,0.304,0.126,0.629,0.398,0.802,0.358
PB_49249_PB_75072,0.333,0.149,0.197,0.198,0.23,5,1075,0.968,0.917,0.686,0.723,2311,42575,0.301,0.319,0.183,0.15,0.176,0.225,0.197,0.214,0.33,0.194,0.166,0.24,0.123,0.169,0.177,0.137,0.389
PB_39898_PB_79816,0.217,0.064,0.07,0.208,0.158,1,1075,0.96,0.917,0.928,1.06,2467,42575,0.254,0.166,0.213,0.143,0.244,0.18,0.115,0.092,0.273,0.272,0.214,0.258,0.175,0.146,0.14,0.162,0.3
PB_48523_PB_56635,0.198,0.152,0.173,0.112,0.162,1,1075,0.962,0.917,0.869,0.902,2235,42575,0.17,0.163,0.289,0.166,0.31,0.286,0.095,0.433,0.238,0.28,0.253,0.242,0.196,0.126,0.122,0.201,0.15
PB_32917_PB_41721,0.063,0.09,0.102,0.11,0.093,2,1075,0.955,0.917,1,1.122,2410,42575,0.548,0.633,0.131,0.207,0.191,0.146,0.082,0.181,0.196,0.239,0.167,0.281,0.368,0.195,0.236,0.364,0.157
PB_25759_PB_25982,0.765,0.138,0.131,0.189,0.405,8,1075,0.94,0.917,0.881,0.92,2231,42575,0.674,0.666,0.238,0.292,0.287,0.251,0.124,0.412,0.669,0.788,0.809,0.725,0.78,0.404,0.853,0.126,0.602
